abandon,v./n.放弃；放纵
fetus,n.胎儿
feud,n.宿怨，不和
fiasco,n.大失败，惨败
fiat,n.命令
fickle,a.(爱情或友谊上)易变的，不坚定的
fictitious,a.假的；虚构的
fidget,v.坐立不安；n.烦躁之人
fig,n.无花果；一点儿
figment,n.虚构的东西
figurative,a.比喻的，借喻的
figurehead,n.名义领袖；傀儡
figurine,n.小塑像，小雕像
file,n.锉刀；v.锉平
filibuster,v./n.妨碍议事，阻挠
filigree,n.金银丝做的工艺品
filings,n.锉屑
filly,n.小母马
filter,n.滤纸；v.过滤
filth,n.肮脏；粗语
finale,n.最后，最终；乐曲的最后部分
finesse,n.技巧；计谋；手段
finicky,a.苛求的，过分讲究的
finite,a.有限的
firearm,n.(便携式)枪支
firefly,n.萤火虫
fiscal,a.国库的，财政的
fissure,n.裂缝，裂隙
fixate,v.使固定，使不变；注视，凝视
flaccid,a.松弛的；软弱的
flag,v.减弱，衰退；枯萎
flagging,a.下垂的；衰弱的
flaggy,a.枯萎的；松软无力的
flagrant,a.臭的，恶名昭彰的
flail,n.连枷(打谷工具)；v.打，打击
flak,n.高射炮；指责
flamboyant,a.艳丽的，炫耀的
flammable,a.易燃的
flange,n.(火车车轮的)凸缘，轮缘
flare,n./v.(火焰)摇曳，闪耀
flask,n.烧瓶，细颈瓶
flatcar,n.平台型铁路货车
flatten,v.变平；彻底打败某人
flatter,v.恭维，奉承
flaunt,v.炫耀；张扬
flaunty,a.炫耀的，张扬的
flaw,n.瑕疵；v.生裂缝；有瑕疵
flax,n.亚麻
fledge,v.小鸟长飞羽，变得羽毛丰满
fledgling,n.正在学习飞行的幼鸟；无经验的人
fleeting,a.短暂的，飞逝的
flexible,a.易弯曲的，灵活的
flight,n.飞行，飞翔；逃跑
flimsy,a.轻而薄的；脆弱的
flinch,v.畏缩，退缩
flint,n.打火石，燧石
flip,v.用指轻弹；蹦跳；a.无礼的
flippant,a.无礼的；轻率的
flirt,v.挑逗，调戏
flit,v.掠过，迅速飞过
flock,n.羊群；鸟群
floodgate,n.(水闸的)闸门
flora,n.(某地区或时代的)植物群
florid,a.华丽的；(脸)红润的
flounder,v.挣扎；艰苦地移动；n.比目鱼
flourish,v.昌盛，兴旺；活跃而有影响
flout,v.蔑视，违抗
fluctuate,v.波动；变化
fluffy,a.有绒毛的；空洞的
fluke,n.侥幸；意想不到的事
fluorescent,a.萤光的，发光的
flush,n./v.脸红；奔流；冲洗
flustered,a.慌张的
flutter,v.拍翅
fluvial,a.河流的，生长在河中的
flux,n.不断的变动，动荡不定
foible,n.小缺点，小毛病
foil,n.钝剑；箔，锡箔纸
fold,n.羊栏，畜栏；v.折叠
folder,n.文件夹，纸夹
foliage,n.叶子(总称)
folklore,n.民间传说；民俗学
folly,n.愚蠢；愚蠢的行为，思想或做法
foment,v.煽动，助长(坏事)
foodstuff,n.食料，食品
foolproof,a.容易懂的，简易而不会误用的
foppish,a.浮华的，俗丽的
forage,n.(牛马的)饲料，粮草；v.搜寻，翻寻
forager,n.强征(粮食)者，抢劫者；粮草征发员；成散开横队的骑兵
forbearance,n.自制，忍耐
forbid,v.不许，禁止；妨碍，阻止
forbidding,a.(表情)冷峻的；形势险恶的
ford,n.浅滩，水浅可涉处；v.涉水
forebode,v.预感，凶兆
forecast,v.预报，预测；n.预测
foreknowledge,n.预知
forerunner,n.预兆，前兆；先驱
foreshadow,v.预示
foresight,n.远见，深谋远虑
forestall,v.先发制人，预先阻止
forestry,n.森林学；林产；林地
forfeit,v.丧失，被罚没收；n.丧失物
forge,n.铁匠铺；v.锤炼；伪造
forger,n.伪造者；打铁匠
forgery,n.伪造(物)
forgo,v.放弃，抛弃
formality,n.遵循的规范；拘泥形式；正式
formation,n.组织，形成；(军队)编队
formidable,a.可怕的；困难的
formula,n.分子式；公式；套语，惯用语
forsake,v.遗弃，放弃
forte,n.长处，擅长；a.(音乐)强音的
forthright,a.直率的
fortify,v.加强防卫
fortitude,n.坚毅，坚韧不拔
fortuitous,a.偶然的，意外的；幸运的
forum,n.辩论的场所，讲坛
forward,a.过激的，莽撞的
fosse,n.护城河
fossilize,v.使…成为化石；使…过时
foster,v.培养，鼓励；领养
foul,a.恶臭的；邪恶的；v.弄脏；n.(体育等)犯规
founder,v.(船)沉没；(计划)失败
four-poster,n.有四柱的床
foyer,n.门厅，休息室
fracas,n.喧嚷，吵闹
fraction,n.碎片；小部分
fractious,a.(脾气)易怒的，好争吵的
fracture,n.骨折；折断；裂口
fragile,a.易碎的，易坏的
fragment,n.碎片；分裂
fragrance,n.香料；香味
fragrant,a.芳香的；愉快的
frail,a.脆弱的；不坚实的
frantic,a.疯狂的，狂乱的
fraud,n.欺诈，欺骗；骗子
fraudulent,a.欺骗的，不诚实的
fraught,a.充满…的
freckle,n.雀斑，斑点
freelancer,n.自由职业者
freight,n.货物；v.装货于(船等)
frenetic,a.狂乱的，发狂的
frenzy,n.极度激动的状态，狂暴
frequency,n.频率
frequent,v.时常来访；a.惯常的
fresco,n.壁画
fret,n./v.(使)烦躁，焦虑
friable,a.易碎的
friction,n.摩擦；矛盾，冲突
frieze,n.(在墙顶与天花板间起装饰作用的)横条，饰带
frigid,a.寒冷的；死板的
frigidity,n.寒冷；冷淡
fringe,n.(窗帘等)须边；边缘
frisky,a.活泼的，快活的
frivolous,a.轻薄的，轻佻的
frond,n.羊齿、棕榈等的叶子
frothy,a.起泡的；空洞的
frugal,a.节约的，节俭的
fruition,n.实现，完成
frustrate,v.挫折，使沮丧
fulcrum,n.杠杆支点，支柱
fulfil,v.履行；满足，符合
full-blown,a.(鲜花)盛开的
full-bodied,a.(味道等)浓郁而强烈的
full-fledged,a.羽毛丰满的；成熟的
fulminate,v.猛烈抨击，严厉谴责
fulsome,a.虚情假意的；充足的
fumble,v.摸索，笨拙搜寻；弄乱，搞糟
fume,v./n.愤怒；冒烟
fumigate,v.以烟熏消毒
functional,a.起作用的，能运转的；实用的
functionary,n.小官，低级公务员
fundamental,a.最根本的，基本的；十分重要的
fungi,n.菌类，蘑菇
fungicide,n.杀真菌剂
furnace,n.锅炉
furor,n.轰动；盛怒
furrow,n.犁沟；皱纹
furtive,a. 偷偷的，秘密的
fusillade,n./v. (枪炮)齐射，连发
fusion,n.熔合；聚变
fuss,n.大惊小怪
fussy,a.爱挑剔的
fusty,a.陈腐的，霉臭的
futile,a.无效的，无用的;（人）没出息的；琐细的
futility,n.无用，无益
gadfly,n.虻，牛虻；讨厌的人
gadget,n.小工具，小机械
gaffe,n.(社交上令人不快的)失言，失态
gaggle,n.鹅群
gainsay,v.否认
gait,n.步法，步态
galaxy,n.(银河)星群；显赫的人群
gall,n.胆汁；怨恨
gallant,a.勇敢的；(向女人)献殷勤的
galley,n.船上的厨房
gallon,n.加仑
galvanize,v.电镀；通电；激励
gamble,v./n.赌博；孤注一掷
gambol,n./v.雀跃；嬉戏
gangway,n.(上下船的)跳板
gape,v.裂开；目瞪口呆地凝视
garble,v.曲解，窜改
garbled,a.引起误解的；窜改的
gardenia,n.栀子花
gargantuan,a.巨大的，庞大的
gargoyle,n.(雕刻成怪兽状的)滴水嘴；面貌丑恶的人
garish,a.俗丽的，过于艳丽的
garment,n.衣服
garner,v.收藏，积累
garnish,v.装饰
garrulity,n.唠叨，饶舌
garrulous,a.唠叨的，多话的
gaseous,a.似气体的
gash,n.深长的伤口，裂缝
gasification,n.气化
gaucherie,n.笨拙
gaudy,a.俗丽的
gauge,n.标准规格；测量仪；v.测量
gavel,n.(法官所用的)槌，小木槌
gaze,v./n.凝视，注视
gazetteer,n.地名词典，地名表
gear,n.齿轮；装备；仪器
gem,n.宝石，珠宝；精华
gene,n.基因
genealogy,n.家谱学
generality,n.概述
generalize,v.归纳
generate,v.造成；产生
generation,n.一代人；(产品类型的)代；产生，发生
generator,n.发电机
generic,a.种类的，类属的
generosity,n.慷慨，大方
genesis,n.创始，起源
genetic,a.遗传的；起源的
genetics,n.遗传学
genial,a.愉快的，脾气好的
genome,n.基因组，染色体组
genre,n.(文艺的)类型
genteel,a.上流社会的；装作彬彬有礼的
gentle,a.温和的，慈祥的
gentry,n.绅士，上等人
genuine,a.真的；真诚的
genus,n.(动植物的)属
geometrician,n.几何学家
germ,n.胚芽，芽孢；微生物，细菌
germane,a.有密切关系的；贴切的
germicide,n.杀菌剂
germinate,v.发芽；发展
gerontocracy,n.老人统治的政府
gerontology,n.老人病学
gerrymander,v.(为使某政党在选举中取得优势)不公正地将(某地区)划成选区
gesture,n.姿势，手势，姿态
geyser,n.天然热喷泉
gibe,n./v.嘲弄，讥笑
giddy,a.轻浮的，不严肃的
giggle,v.咯咯笑
gild,v.镀金；虚饰
gimmick,n.吸引人的花招，噱头
ginger,n.姜；活力
gingerly,adj./adv.小心的(地)；谨慎的(地)
girder,n.大梁
girth,n.腰身；周长
gist,n.要点，要旨
glacial,a.冰期的，冰河期的；寒冷的
glade,n.林中的空地
gladiator,n.角斗士，与野兽搏斗者
glance,v./n.一瞥
glare,v.发出眩目光芒；怒目而视
glaze,v.装玻璃于；上釉彩；n.釉
glean,v.拾落穗；收集(材料等)
glib,a.流利圆滑的，善辩的
glide,v.滑行，滑动
glimmer,v.发微光；n.摇曳的微光
glisten,v.闪烁，闪耀
glitch,n.小故障
gloat,v.幸灾乐祸地看，窃喜
gloom,n.黑暗；忧郁
gloomy,a.阴暗的；没有希望的；阴郁的
gloss,n.光泽；注解
glossary,n.词汇表；难词表
glossy,a.光泽的，光滑的
glow,v./n.光亮，发热；(脸)红
glower,v.怒目而视
glowing,a.热情赞扬的
glucose,n.葡萄糖
glut,v./n.过多；供过于求
glutinous,a.粘的，胶状的
gluttonous,a.贪吃的，贪嘴的
gnarled,a.(树木)多节的；粗糙的
gnaw,v.啃，咬
goad,n.赶牛棒；v./n.刺激，激励
gobble,v.贪婪地吃，吞没
goblet,n.高脚酒杯
goldbrick,v.逃避责任，偷懒
gong,n.锣
goodwill,n.友好
gorge,n.峡谷
gorilla,n.大猩猩
gospel,n.教义，信条
gossamer,n.蛛丝；薄纱；a.轻而薄的
gouge,n.半圆凿；v.挖出；敲竹杠
gourmand,n.嗜食者
gourmet,n.美食家
grace,n.优美
gracious,a.大方的，和善的；奢华的
gradation,n.渐变；阶段，等级
graduated,a.按等级(高度，困难等)分的
graft,v./n.嫁接；贪污
grain,n.谷物；小的硬粒
grandeur,n.壮丽，伟大
grandiose,a.宏伟的；夸大的
grandstand,n.大看台；v.哗众取宠
granite,n.花岗石
grant,v.同意给予
graphic,a.图表的；生动的
graphite,n.石墨
grasping,a.贪心的，贪婪的
grate,v.发出“吱嘎”声；磨碎；使人烦躁
grateful,a.感激的
gratification,n.满足，喜悦
gratify,v.使高兴，使满足
grating,a.(声音)刺耳的；恼人的
gratitude,n.感激
gratuitous,a.无缘无故的；免费的
gratuity,n.赏钱，小费
grave,a.严峻的；n.墓穴
gravel,n.碎石，砂砾
gravitational,a.万有引力的
gravity,n.严肃，正经
graze,v.(动物)吃(地上长的)草；放牧
grease,n.(炼出的)动物油脂；滑脂
green,a.新鲜的，未成熟的，无经验的
greenhouse,n.花房，温室
gregarious,a.群居的；爱社交的
gregariousness,n.群居；合群
grenade,n.手榴弹
grief,n.忧伤，悲伤
grievance,n.委屈，抱怨
grieve,v.使某人极为悲伤
grievous,a.严重伤害的
grill,v.烤；拷问；n.烤架
grim,a.冷酷的，可怕的
grimace,v./n.做鬼脸，面部歪扭
grin,v.露齿而笑
grind,n.枯燥乏味的工作；v.磨碎，碾碎
gripe,v.抱怨
gripping,a.紧紧抓住注意力的
grisly,a.恐怖的，可怕的
gristle,n.软骨；肉中难吃的硬组织
grit,n.沙粒；决心，勇气；v.下定决心，咬紧牙关
groan,v./n.呻吟，叹息
groom,n.马夫；新郎
groove,n.凹线；(刻出的)线条；习惯
grope,v.摸索，探索
gross,a.总的；粗野的；n.整个，全部
grotto,n.洞穴
grouch,n.牢骚，不满
grounded,a.有理由的；adv.地面上
group,v.使…集合；n.群，集
grouse,n.松鸡；v.牢骚，诉苦
grove,n.小树林，树丛
grovel,v.摇尾乞怜，奴颜婢膝
grueling,a.繁重而累人的
grumble,v.喃喃诉苦，发怨言
guarantee,v.保证，担保
guffaw,n./v.哄笑，大笑
guile,n.欺诈，狡猾
guileless,a.厚道的，老实的
guillotine,n.断头台
guilt,n.罪行；内疚
guilty,a.有罪的
guise,n.外观，装束
gullible,a.易受骗的
gully,n.雨水冲成的沟壑
gulp,v.吞食，咽下
gum,n.树胶，橡皮
guru,n.古鲁(印度的宗教领袖)；(受尊敬的)教师或权威
gush,v.涌出；滔滔不绝地说
gusher,n.滔滔不绝的说话者；喷油井
gust,n.阵风；一阵(情绪)
gustation,n.品尝；味觉
gustatory,a.味觉的，品尝的
gutter,n.水槽；街沟
guy,n.(铁塔等的)支索，牵索
guzzle,v.大吃大喝
gyrate,a.旋转的；v.旋转
habitat,n.自然环境，栖息地
habituate,v.使习惯于
hack,v.乱劈，乱砍；n.雇佣文人
hackneyed,a.陈腐的，平常的
hail,n.冰雹；v.致敬
halcyon,a.平静的；愉快的
hale,a.健壮的，矍铄的
halfhearted,a.不认真的，不热心的
hallmark,n.(在金银上的)纯度印记；特征
hallow,v.把…视为神圣，尊敬
hallowed,a.神圣的
hallucination,n.幻觉，幻视
halo,n.(日、月等)晕，神像之光环
halting,a.踌躇的，吞吞吐吐的
hammer,n.锤子，槌
hamper,v.妨碍，阻挠；n.有盖提篮
handle,n.柄，把手；v.处理
hangar,n.飞机库
hangdog,a.忧愁的；低贱的
hankering,n.渴望
haphazard,a.任意的
harangue,n.长篇指责性演说
harass,v.侵扰，烦忧
harbinger,n.先驱，先兆
harbor,n.港，避难所；v.包庇，隐匿
harden,v.变硬，变坚强
hardheaded,a.(商业上)现实的，精明的
hardy,a.耐寒的；强壮的
harmony,n.相符，一致；协调，匀称
harness,n.马具；v.束以马具；利用
harp,n.竖琴；v.喋喋不休地说或写
harpsichord,n.键琴(钢琴前身)
harridan,n.凶恶的老妇，老巫婆
harrow,n.耙；v.使痛苦
harrowing,a.悲痛的，难受的
harry,v.掠夺，袭扰，折磨
harsh,a.严厉的；粗糙的；刺耳的
harshly,adv.严酷地，无情地
hasten,v.催促，促进
hasty,a.急急忙忙的
hatch,n.船舱盖；v.孵化
haughty,a.傲慢的，自大的
haunt,v.常去；鬼魂出没；(事情)萦绕心头；n.常去的地方
hauteur,n.傲慢
haven,n.安息所，避难所
havoc,n.大破坏，混乱
hawk,n.隼，鹰
hazard,n.危险
hazardous,a.危险的
headlong,adj./adv.轻率的(地)，迅猛的(地)
headstrong,a.刚愎自用的
headway,n.进步，进展
heal,v.治愈
hearken,v.倾听
hearten,v.鼓励，激励
heartrending,a.令人心碎的
heavy-handedness,n.笨拙，粗劣
heckle,v.诘问，困扰
hectic,a.兴奋的；繁忙的
hector,v.凌辱，威吓
hedge,n.树篱；限制
hedonist,n.享乐主义者
heed,v.注意，留心；n.关心
hegemony,n.霸权，领导权
heinous,a.十恶不赦的
heir,n.继承人
heirloom,n.传家宝
helmet,n.头盔，钢盔
hem,v.包围；n.袖边，边缘；interj.吞吞吐吐地说
hemisphere,n.半球
hemophilia,n.血友病，出血不止
hemorrhage,n.出血(尤指大出血)
hemostat,n.止血器；止血剂
herbaceous,a.草本植物的
herbicide,n.除草剂
herbivorous,a.食草的
herd,n.兽群；v.聚集
hereditary,a.祖传的，世袭的
heresy,n.异端邪说
heretic,n.异教徒
heretical,a.异端邪说的
hermetic,a.密封的；深奥的
hermit,n.隐士，修道者
herpetologist,n.爬行动物学家
heterodox,a.异端的，非正统的
heterogeneous,a.异类的，不同的
hew,v.砍伐；遵守
hexagon,n.六角形，六边形
hiatus,n.空隙，裂缝
hibernate,v.冬眠，蛰伏
hide,n.兽皮
hidebound,a.顽固的，心胸狭窄的
hideous,a.讨厌的，丑恶的
hie,v.疾走，催促
hierarchy,n.阶层；等级制度
hieroglyph,n.象形文字，图画文字
