abandon [ə'bændən] v./n.放弃；放纵
disinterested [dis'intristid] a.公正的，客观的
disjunction [dis'dʒʌŋkʃən] n.分离，分裂
disjunctive [dis'dʒʌŋktiv] a.分离的，相反的
dislocate ['disləkeit] v.使脱臼；把„弄乱
dislodge [dis'lɔdʒ] v.逐出，取出
dismal ['dizməl] a.使人悲伤的，阴沉的
dismantle [dis'mæntl] v.拆除
dismay [dis'mei] n.沮丧，气馁；v.使气馁
disparage [dis'pæridʒ] v.贬抑，轻蔑
disparate ['dispərit] a.迥然不同的
disparity [dis'pæriti] n.不同，差异
dispassionate [dis'pæʃənit] a.平心静气的
dispatch [dis'pætʃ] v.(快速)派遣；一下子做完；(快速)吃完；n.迅速
dispel [dis'pel] v.驱散，消除
dispensable [dis'pensəbl] a.不必要的，可有可无的
dispense [dis'pens] v.分配，分发
disperse [dis'pə:s] v.消散，驱散
displace [dis'pleis] v.换置；使某人某物离开原位
disposable [dis'pəuzəbl] a.一次性使用的；可动用的
disposal [dis'pəuzəl] n.清除
dispose [dis'pəuz] v.使倾向；处理掉
disposed [di'spəuzd] a.愿意的，想干的
disposition [,dispə'ziʃən] n.安排，处置；天性，气质
disproof ['dispru:f] n.反证，反驳
disprove [dis'pru:v] v.证明„有误
dispute [dis'pju:t] v.争论
disregard [,disri'ɡɑ:d] v./n.疏忽，漠视
disrepute [,disri'pju:t] n.名声不好
disrupt [dis'rʌpt] v.弄乱，扰乱
disruptive [dis'rʌptiv] a.制造混乱的
dissect [di'sekt] v.解剖
dissemble [di'sembl] v.隐藏，掩饰(感受、意图)
disseminate [di'semineit] v.散布，传播
dissent [di'sent] v.不同意，持异议
dissertation [,disə(:)'teiʃən] n.专题论文
dissident ['disidənt] n.唱反调者
dissimulate [di'simjuleit] v.隐藏，掩饰
dissipate ['disipeit] v.(使)驱散；浪费
dissociation [di,səusi'eiʃən] n.分离，脱离关系
dissolute ['disəlju:t] a.放荡的，行为不检的
dissolve [di'zɔlv] v.使固体溶解
dissonant ['disənənt] a.不和谐的，不一致的
dissuade [di'sweid] v.劝阻，阻止
distant ['distənt] a.疏远的，冷淡的
distend [dis'tend] v.(使)膨胀，胀大
distension [dis'tenʃən] n.膨胀
distill [di'stil] v.蒸馏
distinct [dis'tiŋkt] a.清楚的，明显的
distinction [dis'tiŋkʃən] n.区别，差别；知名
distinctive [dis'tiŋktiv] a.出众的，有特色的
distinguished [dis'tiŋɡwiʃt] a.著名的，卓越的
distort [dis'tɔ:t] v.扭曲，弄歪
distract [dis'trækt] v.分心；使发狂，困扰
distracted [dis'træktid] a.精神不集中的
distraught [dis'trɔ:t] a.心神狂乱的
distress [dis'tres] n.痛苦，悲痛
distribute [dis'tribju(:)t] v.分发，分配某事物
district ['distrikt] n.地区，行政区，（美国各州的）众议院选区
ditty ['diti] n.小曲，小调
diurnal [dai'ə:nl] a.白昼的，白天的
diva ['di:və] n.歌剧中的首席女主角
diver ['daivə] n.潜水员
diverge [dai'və:dʒ] v.（意见）分歧；（线路、道路）分开
divergent [dai'və:dʒənt] a.分叉的，岔开的
diverse [dai'və:s] a.不同的；多样的
diversity [dai'və:siti] n.多样，千变万化
divert [di'və:t] v.使某事物转向；使娱乐
divest [dai'vest] v.脱衣，卸下盛装；剥夺
divestiture [dai'vestitʃə] n.脱衣，卸下装饰；剥夺财产；取消称号
divine [di'vain] v.占卜，卜测；a.神的
divulge [dai'vʌldʒ] v.泄露，透露
docile ['dəusail] a.驯服的，听话的
doctrinaire [,dɔktri'neə] n.空论家；a.教条的，迂腐的
doctrine ['dɔktrin] n.教义，主义；学说
document ['dɔkjumənt] v.为„提供书面证明
dodder ['dɔdə] v.蹒跚，摇摆
dodge [dɔdʒ] v.闪开，躲避
doff [dɔf] v.脱掉
dogged ['dɔɡid] a.顽强的
doggerel ['dɔɡərəl] n.歪诗，打油诗
dogma ['dɔɡmə] n.教条，信条
dogmatism ['dɔɡmətizəm] n.教条主义，武断
doldrums ['dɔldrəmz] n.赤道无风带；情绪低落
doleful ['dəulful] a.忧愁的，消沉的
dolorous ['dɔlərəs] a.悲哀的，忧愁的
dolt [dəult] n.傻瓜
domain [dəu'mein] n.领土；领域
dome [dəum] n.圆顶屋
domesticate [də'mestikeit] v.驯养
domicile ['dɔmisail] n.住处，住所
dominant ['dɔminənt] a.(生)(遗传特征)显性的，优势的；最重要的，占支配地位的
dominate ['dɔmineit] v.控制，支配
domination [,dɔmi'neiʃən] n.控制，支配，管辖
donate [dəu'neit] v.捐赠，赠送
donor ['dəunə] n.捐赠者，赠送者；献血者
doodle ['du:dl] v.胡乱画；混时间
dormancy ['dɔ:mənsi] n.休眠状态
dormant ['dɔ:mənt] a.冬眠的；静止的
dorsal ['dɔ:səl] a.背部的
dose [dəus] n.[药]剂量，一剂
dossier ['dɔsiei] n.卷宗，档案
dote [dəut] v.溺爱；昏聩(to be foolish or weak minded)
doting ['dəutiŋ] a.溺爱的
dour [duə] a.严厉的，脸色阴沉的
douse [daus] v.把„浸入水中；熄灭
down [daun] n.绒毛；汗毛
downplay ['daunplei] v.贬低，不予重视
downpour ['daunpɔ:] n.暴雨
down-to-earth [daun tə ə:θ] n.脚踏实地的，实际的
doyen ['dɔiən] n.老前辈
drab [dræb] a.枯黄色的；单调而无聊的
draconian [drə'kəuniən] a.严厉的，严酷的
draft [drɑ:ft] n.草稿，草案；汇票
draftsmanship ['drɑ:ftsmənʃip] n.起草术，制图术
drain [drein] v.排出沟外；喝光
drainage ['dreinidʒ] n.排水；污水
drastic ['dræstik] a.猛烈的，激烈的
drawbridge ['drɔ:,bridʒ] n.吊挢
drawl [drɔ:l] v./n.慢吞吞地说话
dreary ['driəri] a.沉闷的，乏味的
dregs [dreɡz] n.沉淀废物
drench [drentʃ] v.使湿透
drenched [drentʃ] a.湿透的
drill [dril] n.钻；钻床
drivel ['drivl] n./v.说废话
drizzle ['drizl] v.下毛毛雨；n.毛毛雨
drizzly ['drizli] a.毛毛细雨的
droll [drəul] a.古怪的，好笑的
drone [drəun] v.嗡嗡地响，单调地说；n.单调的低音
droop [dru:p] v.低垂；沮丧，萎靡
droplet ['drɔplit] n.小水滴
dross [drɔs] n.金属浮渣；糟粕
drought [draut] n.干旱；干旱时期
drove [drəuv] n.畜群；人群
drudgery ['drʌdʒəri] n.苦活
dual ['dju(:)əl] a.双重的
dubious ['dju:bjəs] a.可疑的；名声不大好的
duckling ['dʌkliŋ] n.雏鸭，小鸭
duct [dʌkt] n.管道，槽
duel ['dju(:)əl] n.决斗
duet [dju:'et] n.二重唱
dull [dʌl] a.不鲜明的；迟钝的；v.变迟钝
dummy ['dʌmi] n.人体模型，假人
dune [dju:n] n.沙丘
dupe [dju:p] n.上当受骗的人
duplicitous [dju'plisətəs] a.搞两面派的，奸诈的；双重的
duplicity [dju(:)'plisiti] n.欺骗，口是心非
duration [djuə'reiʃən] n.持续的时间
duress [djuə'res] n.胁迫
dutiful ['dju:tiful] a.恭敬顺从的，尽职的
dwarf [dwɔ:f] n.侏儒；矮小的植物；v.使变矮小
dwelling ['dweliŋ] n.住处
dwindle ['dwindl] v.变小
dynamic [dai'næmik] a.动态的；有活力的
dynamo ['dainəməu] n.发电机
dysfunctional [dis'fʌŋkʃənəl] a.功能失调的
dyslexia [dis'leksiə] n.阅读障碍
dyspeptic [dis'peptik] a.消化不良的；不高兴的
earnest ['ə:nist] a.认真的
earplug ['iəplʌɡ] n.耳塞
earring ['iəriŋ] n.耳环，耳饰
earshot ['iəʃɔt] n.听力所及范围
earsplitting ['iə,splitiŋ] a.震耳欲聋的
earthly ['ə:θli] a.现世的；尘世的(非精神上的)
earthy ['ə:θi] a.粗俗的，粗陋的
easel ['i:zl] n.黑板，画架
eavesdrop ['i:vzdrɔp] v.偷听，窃听
ebb [eb] v.退潮；衰退
ebullience [i'bʌljəns] n.兴冲冲，亢奋
eccentric [ik'sentrik] a.古怪的，反常的；n.古怪的人
eclectic [ek'lektik] a.折衷的，综合性选择的
eclecticism [e'klektisizəm] n.折衷主义
ecologist [i'kɔlədʒist] n.生态学家，生态学者
economical [,i:kə'nɔmikəl] a.节约的
ecstasy ['ekstəsi] n.狂喜；激情状态
ecstatic [eks'tætik] a.狂喜的，心花怒放的
eddy ['edi] n.漩涡，涡流
edifice ['edifis] n.宏伟的建筑(如宫殿、教堂)
edify ['edifai] v.(思想)陶冶，启发
efface [i'feis] v.擦掉，抹去
effervesce [,efə'ves] v.(液体)冒泡；(人)活跃、兴奋
effete [e'fi:t] a.无生育力的；虚弱的
efficacious [,efi'keiʃəs] a.有效的
efficacy ['efikəsi] n.功效，有效性
effluvia [i'flu:vjə] n.气味，恶臭；废料
effrontery [e'frʌntəri] n.厚颜无耻
effulgent [i'fʌldʒənt] a.(光线)灿烂的
egalitarian [i,ɡæli'teəriən] a.主张人人平等的
egocentric [,i:ɡəu'sentrik] a.利己的
egotist ['i:ɡəutist] n.自私自利者
egregious [i'ɡri:dʒəs] a.(缺点等)过分的，惊人的
egress ['i:ɡres] n.出去，出口
elaborate [i'læbərət] a.精致的，复杂的；v.详尽地说明，阐明
elaboration [i,læbə'reiʃən] n.详细的细节，详尽阐述
elated [i'leitid] a.兴高采烈的，情绪高昂的
elbow ['elbəu] n.肘
elegy ['elidʒi] n.哀歌，挽歌
elementary [,eli'mentəri] a.初级的
elephantine [,eli'fæntain] a.笨拙的；庞大的
elevate ['eliveit] v.将„举起
elicit [i'lisit] v.引出，探出
eligible ['elidʒəbl] a.合格的
eliminate [i'limineit] v.除去，淘汰
elite [ei'li:t] n.精华，中坚
ellipsis [i'lipsis] n.省略
elliptical [i'liptikəl] a.椭圆的；含糊的；省略的
elm [elm] n.榆树
elocution [,elə'kju:ʃən] n.演说术
elongate ['i:lɔŋɡeit] v.延长，伸长
eloquence ['eləkwəns] n.雄辩，口才，精彩演讲
elucidate [i'lju:sideit] v.（清晰）阐明，说明
elude [i'lju:d] v.逃避；不理解，不记得
elusive [i'lju:siv] a.难懂的
emaciate [i'meiʃieit] v.使„瘦弱；消瘦
emaciation [i,meiʃi'eiʃən] n.消瘦，衰弱
emanate ['eməneit] v.发源
emancipate [i'mænsipeit] v.解放，解除束缚
embargo [em'bɑ:ɡəu] n.禁运令，封港令
embarrass [im'bærəs] v.使忸怩，使难堪
embed [im'bed] v.牢牢插入，嵌于
embellish [im'beliʃ] v.装饰，润饰
embezzlement [im'bezlmənt] n.贪污，盗用
emblematic [,embli'mætik] a.作为象征的
embody [im'bɔdi] v.(作品等)表达，体现
embolden [im'bəuldən] v.鼓励，给予信心
emboss [im'bɔs] v.（装饰）加浮雕花纹于，使凸出
embrace [im'breis] v.拥抱；包含
embroider [im'brɔidə] v.刺绣，修饰
emend [i'mend] v.订正，校订
emergency [i'mə:dʒnsi] n.紧急事件
emigrate ['emiɡreit] v.自本国移居他国
eminence ['eminəns] n.卓越，杰出
eminent ['eminənt] a.著名的，显著的
emissary ['emisəri] n.密使；特使
emit [i'mit] v.放射(光、热、味等)
emollient [i'mɔliənt] n.润肤剂
emote [i'məut] v.激动地表达感情
empathy ['empəθi] n.心意相通，(感情等)融为一体
emphatic [im'fætik] a.重视的，强调的
empirical [em'pirikəl] a.以经验或观察为根据的
empiricism [em'pirisizəm] n.经验主义
empower [im'pauə] v.授权给某人采取行动
empyreal [,empai'ri:əl] a.天空的
emulate ['emjuleit] v.努力赶上或超越
emulsify [i'mʌlsifai] v.使乳化
enact [i'nækt] v.制定(法律)；扮演(角色)
enamel [i'næməl] n.珐琅，瓷釉,搪瓷
enamored [i'næməd] a.珍爱的，喜爱的
encapsulate [in'kæpsjuleit] v.装入胶囊；概括，成为典型，成为缩影
enchant [in'tʃɑ:nt] v.使迷醉；施魔法于
enclosure [in'kləuʒə] n.圈地，围占
encomiast [en'kəumiæst] n.赞美者
encomium [en'kəumjəm] n.赞颂，颂辞
encompass [in'kʌmpəs] v.包围，围绕
encounter [in'kauntə] v.遭遇
encroach [in'krəutʃ] v.逐步侵占，蚕食
encumber [in'kʌmbə] v.妨害，阻碍
encyclopedia [en,saikləu'pi:diə] n.百科全书
endearing [in'diəriŋ] a.讨人喜欢的
endemic [en'demik] a.地方性的
endorse [in'dɔ:s] v.(支票)背面签字；公开赞同
endow [in'dau] v.资助，捐助
endure [in'djuə] v.忍受，忍耐
enduring [in'djuəriŋ] a.持续的
enervate ['enə:veit] v.使虚弱，使无力
enfeeble [in'fi:bl] v.使衰弱
enfetter [en'fetə] v.给„上脚镣；束缚，使受制于
enflame [en'fleim] v.使愤怒或激动
engaged [in'ɡeidʒd] a.忙碌的；使用中的，被占用的
engaging [in'ɡeidʒiŋ] a.迷人的，吸引注意的
engender [in'dʒendə] v.产生，引起
engrave [in'ɡreiv] v.在(硬物)上雕刻
engross [in'ɡrəus] v.全神贯注于
engulf [in'ɡʌlf] v.吞噬
enhance [in'hɑ:ns] v.提高，增加，改善
enjoin [in'dʒɔin] v.命令，吩咐
enlighten [in'laitn] v.启发，开导，教导，授予„知识
enlightening [in'laitniŋ] a.有启迪作用的；使人领悟的
enlist [in'list] v.(使)入伍从军，征募
enliven [in'laivən] v.使„更活跃
enmesh [in'meʃ] v.通常被动)绊住，陷入网
enmity ['enmiti] n.敌意，仇恨
ennui ['ɑ:nwi:] n.倦怠，无聊，不兴奋；v.使无聊
enormity [i'nɔ:miti] n.极恶；暴行；巨大
enormous [i'nɔ:məs] a.极大的，巨大的
enrage [in'reidʒ] v.激怒，触怒
enrapture [in'ræptʃə] v.使狂喜，使高兴
ensconce [in'skɔns] v.安置，安坐
ensemble [ɑ:n'sɑ:mbl] n.全体；大合唱
ensign ['ensn] n.舰旗(船上表示所属国家的旗帜)
ensue [in'sju:] v.继而发生
ensure [in'ʃuə] v.确保，担保
entail [in'teil] v.需要，需求，必须
entangle [in'tæŋɡl] v.使纠缠，卷入
enterprise ['entəpraiz] n.公司，事业单位；进取心
enthralling [in'θrɔ:liŋ] a.迷人的，吸引人的
entice [in'tais] v.怂恿，引诱
entirety [in'taiəti] n.整体，全面
entitle [in'taitl] v.使有权(做某事)
entity ['entiti] n.实体，统一体
entrance [in'trɑ:ns] v.使出神，使入迷；n.入口
entrancing [in'trɑ:nsiŋ] a.使人入神的
entreat [in'tri:t] v.恳求
entreaty [in'tri:ti] n.恳求，哀求
entrée ['ɔntrei] n.正餐前的开胃菜；获准进入的权利
entrepreneur [,ɔntrəprə'nə:] n.企业家，创业人
entrust [in'trʌst] v.委托；托付
entry ['entri] n.条目；登录；报关手续；入口
enumerate [i'nju:məreit] v.列举，枚举
enunciate [i'nʌnsieit] v.（清楚地）发音；(清楚地)表达
environ [in'vaiərən] v.包围，围绕
envision [in'viʒən] v.想象，预想
enzyme ['enzaim] n.酵素，酶
epaulet ['epəulet] n.肩章，肩饰
ephemeral [i'femərəl] a.朝生暮死的，短暂的；生命短暂的
epic ['epik] n.叙事诗，史诗；a.英雄的；大规模的
epicure ['epikjuə] n.美食家
epidemic [,epi'demik] a.传染性的，流行性的
epidermis [,epi'də:mis] n.表皮，外皮
epigram ['epiɡræm] n.讽刺短句，警句
epilogue ['epilɔɡ] n.收场白；尾声
episodic [epi'sɔdik] a.偶然发生的，分散性的
epitaph ['epitɑ:f] n.墓志铭
epithet ['epiθet] n.(贬低人的)短语或形容词
epitome [i'pitəmi] n.典型；梗概，摘要
epitomize [i'pitəmaiz] v.概括，摘要，成为典型，成为缩影
epoch ['i:pɔk] n.纪元；重大的事件
equable ['ekwəbl] a.稳定的，不变的；(脾气)温和的
equanimity [,i:kwə'nimiti] n.心情平静，情绪镇定
equate [i'kweit] v.认为„相等或相仿
equation [i'kweiʃən] n.等式；等同，相等
equator [i'kweitə] n.赤道
equilibrium [,i:kwi'libriəm] n.平衡
equine ['i:kwain] a.马的，似马的
equity ['ekwiti] n.公平，公正
equivalent [i'kwivələnt] a.相等的，等值的
equivocate [i'kwivəkeit] v.模棱两可地说，支吾其词，说谎
equivocation [i,kwivə'keiʃən] n.模棱两可的话，含糊话
eradicate [i'rædikeit] v.根除；扑灭
erase [i'reiz] v.擦掉，抹去
erasure [i'reiʒə] n.擦掉
erect [i'rekt] a.竖立的，笔直的，直立的
err [ə:] v.犯错误，出错
errand ['erənd] n.差使；差事
erratic [i'rætik] a.反复无常的；古怪的
ersatz [eə'zɑ:tz] a.代用的，假的
erstwhile ['ə:stwail] a.从前的，过去的
erudite ['eru:dait] a.博学的，饱学的
erupt [i'rʌpt] v.爆发；喷出(熔岩、水、气体、泥浆等)
escalate ['eskəleit] v.(战争等)升级；(快速)扩大，上升
escalation [,eskə'leiʃən] n.逐步上升，逐步增强
escapism [is'keipizəm] n.逃避现实(的习气)
eschew [is'tʃu:] v.避开，戒绝
esophagus [i(:)'sɔfəɡəs] n.食道，食管
esoteric [,esəu'terik] a.难懂的，神秘的
espionage ['espiənidʒ] n.间谍活动
espousal [is'pəuzəl] n.拥护，支持
espouse [is'pauz] v.支持，拥护
espy [is'pai] v.(从远处等)突然看到
essential [i'senʃəl] a.本质的；n.要素，实质
estimable ['estiməbl] a.值得尊敬的；可估计的
estranged [i'streindʒd] a.疏远的，分开的，分离的
etch [etʃ] v.蚀刻；铭记
etching ['etʃiŋ] n.蚀刻术；蚀刻板画
eternal [i(:)'tə:nl] a.永久的，永恒的，不朽的
ethereal [i'θiəriəl] a.太空；轻巧的
ethics ['eθiks] n.伦理学；道德规范
ethnic ['eθnik] a.种族的
ethnology [eθ'nɔlədʒi] n.人种学
ethos ['i:θɔs] n.(个人、团体或民族)道德风貌，思潮，信仰
etiquette ['etiket] n.礼仪；礼节
etymology [,eti'mɔlədʒi] n.语源学
eucalyptus [,ju:kə'liptəs] n.桉树
eulogistic [,ju:lə'dʒistik] a.颂扬的，歌功颂德的
eulogize ['ju:lədʒaiz] v.称赞，颂扬
eulogy ['ju:lədʒi] n.颂词，颂文
euphemism ['ju:fimizəm] n.婉言，委婉的说法
euphonious [ju:'fəuniəs] a.悦耳的
euphoria [ju:'fɔ:riə] n.幸福愉快感
evacuate [i'vækjueit] v.撤退；撤离
evade [i'veid] v.逃避；规避
evaluation [i,vælju'eiʃən] n.评价，评估
evanescent [,i:və'nesnt] a.迅速消失的，短暂的
evaporate [i'væpəreit] v.(使某物)蒸发掉
evasion [i'veiʒən] n.躲避；借口
evasive [i'veisiv] a.迥避的，逃避的；托辞的
even ['i:vən] a.平的
evenhanded [,ivən'hændid] a.公平的，不偏不倚的
evict [i'vikt] v.(依法)驱逐
eviction [i'vikʃən] n.(对房客或佃户的)驱逐
evince [i'vins] v.表明，表示，表现出
evocative [i'vɔkətiv] a.唤起的，激起的
evoke [i'vəuk] v.引起；唤起
evolve [i'vɔlv] v.使逐渐形成，进化
ewe [ju:] n.母羊
ewer ['ju(:)ə] n.大口水罐
exacerbate [eks'æsə(:)beit] v.(病、疼痛)加重，恶化
exact [iɡ'zækt] a.精确的；v.强求，强索付款
exacting [iɡ'zæktiŋ] a.苛求的；要求严格的
exactitude [iɡ'zæktitju:d] n.极端的正确性或精确性
exaggerate [iɡ'zædʒəreit] v.夸张；夸大
exaggeration [iɡ,zædʒə'reiʃən] n.夸张
exalt [iɡ'zɔ:lt] v.(高度)赞扬，歌颂
exaltation [,eɡzɔ:l'teiʃən] n.(成功带来的)得意，高兴
exasperate [iɡ'zɑ:spəreit] v.激怒，使恼怒
excavate ['ekskəveit] v.挖掘；挖出
exceed [ik'si:d] v.超过；超出
excel [ik'sel] v.善于，擅长于
